id,image_path,json_path,product_name,brand,master_category,subcategory,article_type,gender,age_group,base_color,season,usage,year,pattern,material,fit,neck,sleeve,occasion,price,discounted_price,fashion_type,display_categories,description,search_text
38756,images/38756.jpg,styles/38756.json,Nike Fluorescent Green Tote Bag,Nike,Accessories,Bags,Handbags,Women,Adults-Women,Fluorescent Green,Summer,Casual,2012,Solid,,,,,Casual,1895,1895,Fashion,,Fluorescent green tote bag Two short handles One main compartment with an internal pocket Warranty for manufacturing defects: 6 months (not valid on products with more than 20% discount) Warranty provided by Brand Owner / Manufacturer,Nike Fluorescent Green Tote Bag. Brand: Nike. Category: Accessories. Subcategory: Bags. Type: Handbags. Gender: Women. Color: Fluorescent Green. Season: Summer. Usage: Casual. Pattern: Solid. Occasion: Casual. Description: Fluorescent green tote bag Two short handles One main compartment with an internal pocket Warranty for manufacturing defects: 6 months (not valid on products with more than 20% discount) Warranty provided by Brand Owner / Manufacturer
38766,images/38766.jpg,styles/38766.json,Gini and Jony Girls Pink Shorts,Gini and Jony,Apparel,Bottomwear,Shorts,Girls,Kids-Girls,Pink,Summer,Casual,2012,Solid,Cotton,,,,,899,404,Fashion,,"Style Note girls will love the cute look of these denim shorts from gini and jony. Team them with a T-shirt and sandals for a summery look. Product Details Bright pink denim shorts with two side pockets, two back pockets, zippered front closure, has adjustable elasticated waist with belt loops, embroidery detail on back and all pockets and front closure embellished with crystal buttons Material and Care 100% cotton Machine wash cool with like colours using a mild detergent Do not tumble dry, bleach or soak Wash and dry inside out in shade Warm iron only Do not iron on print/embroidery","Gini and Jony Girls Pink Shorts. Brand: Gini and Jony. Category: Apparel. Subcategory: Bottomwear. Type: Shorts. Gender: Girls. Color: Pink. Season: Summer. Usage: Casual. Pattern: Solid. Material: Cotton. Description: Style Note girls will love the cute look of these denim shorts from gini and jony. Team them with a T-shirt and sandals for a summery look. Product Details Bright pink denim shorts with two side pockets, two back pockets, zippered front closure, has adjustable elasticated waist with belt loops, embroidery detail on back and all pockets and front closure embellished with crystal buttons Material and Care 100% cotton Machine wash cool with like colours using a mild detergent Do not tumble dry, bleach or soak Wash and dry inside out in shade Warm iron only Do not iron on print/embroidery"
38769,images/38769.jpg,styles/38769.json,Gini and Jony Girls Printed Blue T-shirt,Gini and Jony,Apparel,Topwear,Tshirts,Girls,Kids-Girls,Blue,Summer,Casual,2012,Printed,Cotton,Regular Fit,Round Neck,Short Sleeves,,499,249,Fashion,Casual Wear,"Style Note girls can enjoy the cute things in life and reach a step closer to their dreams with this top from gini and jony, decorated with pretty embroidery and rubber print. Team it with shorts and comfy footwear for that uber cool and comfy look. Product Details Teal blue round neck top, has cap sleeves, shimmery rubber print and silver embroidery on the front Material and Care 95% cotton and 5% lycra Machine wash separately in cold water using a mild detergent Do not bleach or soak Line dry inside out in shade Warm iron only Do not iron directly on print/embroidery","Gini and Jony Girls Printed Blue T-shirt. Brand: Gini and Jony. Category: Apparel. Subcategory: Topwear. Type: Tshirts. Gender: Girls. Color: Blue. Season: Summer. Usage: Casual. Pattern: Printed. Material: Cotton. Fit: Regular Fit. Description: Style Note girls can enjoy the cute things in life and reach a step closer to their dreams with this top from gini and jony, decorated with pretty embroidery and rubber print. Team it with shorts and comfy footwear for that uber cool and comfy look. Product Details Teal blue round neck top, has cap sleeves, shimmery rubber print and silver embroidery on the front Material and Care 95% cotton and 5% lycra Machine wash separately in cold water using a mild detergent Do not bleach or soak Line dry inside out in shade Warm iron only Do not iron directly on print/embroidery"
38822,images/38822.jpg,styles/38822.json,Latin Quarters Women Red Check Top,Latin Quarters,Apparel,Topwear,Tops,Women,Adults-Women,Red,Summer,Casual,2012,Checked,Blended,,Mandarin Collar,Short Sleeves,Casual,1290,516,Fashion,Casual Wear,"Style Note This top is the season's summer essential. latin quarters can be relied upon to offer a whole collection of style, and they don't disappoint with this fabulous top. Style this with your favourite jeans and ballet flats for a sweet, girly vibe. Product Details Red and yellow checked top made of 100% cotton, has a split neckline, full buttoned placket, short foldable sleeves, cut out design on the front and a smocked and elasticated hem Material and Care 100% cotton Machine wash cold with like colours using a mild detergent Do not bleach Tumble dry low Warm iron; do not iron on decorations Size and Fit Regular fit The model (height 5'8???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? and chest 33????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????) is wearing a size M","Latin Quarters Women Red Check Top. Brand: Latin Quarters. Category: Apparel. Subcategory: Topwear. Type: Tops. Gender: Women. Color: Red. Season: Summer. Usage: Casual. Pattern: Checked. Material: Blended. Occasion: Casual. Description: Style Note This top is the season's summer essential. latin quarters can be relied upon to offer a whole collection of style, and they don't disappoint with this fabulous top. Style this with your favourite jeans and ballet flats for a sweet, girly vibe. Product Details Red and yellow checked top made of 100% cotton, has a split neckline, full buttoned placket, short foldable sleeves, cut out design on the front and a smocked and elasticated hem Material and Care 100% cotton Machine wash cold with like colours using a mild detergent Do not bleach Tumble dry low Warm iron; do not iron on decora"
38839,images/38839.jpg,styles/38839.json,Latin Quarters Women Black Printed Dress,Latin Quarters,Apparel,Dress,Dresses,Women,Adults-Women,Olive,Summer,Casual,2012,Printed,Cotton,,Boat Neck,,,1990,796,Fashion,Casual Wear,"Style Note This black and white dress, is the season's summer essential. latin quarters can be relied upon to offer a whole collection of style, and they don't disappoint with this fabulous dress. Style this with understated accessories and heeled shoes. Product Details Black and white printed sleeveless dress with a boat neckline and a broad band at the waist Material and Care 100% cotton Machine wash warm with like colours using a mild detergent Do not bleach Tumble dry low Warm iron; do not iron on decorations Size and Fit Regular fit The model (height 5'8&rdquo; and chest 33&rdquo;) is wearing a size M","Latin Quarters Women Black Printed Dress. Brand: Latin Quarters. Category: Apparel. Subcategory: Dress. Type: Dresses. Gender: Women. Color: Olive. Season: Summer. Usage: Casual. Pattern: Printed. Material: Cotton. Description: Style Note This black and white dress, is the season's summer essential. latin quarters can be relied upon to offer a whole collection of style, and they don't disappoint with this fabulous dress. Style this with understated accessories and heeled shoes. Product Details Black and white printed sleeveless dress with a boat neckline and a broad band at the waist Material and Care 100% cotton Machine wash warm with like colours using a mild detergent Do not bleach Tumble dry low Warm iron; do not iron on decorations Size and Fit Regular fit The model (height 5'8&rdquo; and chest 33&rdquo;) is wea"
38962,images/38962.jpg,styles/38962.json,Wildcraft Unisex Grey & Green Rucksack,Wildcraft,Accessories,Bags,Rucksacks,Unisex,Adults-Unisex,Grey,Winter,Travel,2018,,,,,,,5699,5699,Core,Accessories,"Grey and green rucksack Two adjustable, heavily padded shoulder straps with sternum straps secured with a click clasp, a padded strap for added support around your waist secured with a click clasp One main compartment with toggle clasp, has an internal pocket with a flap closure with removable metal insert for better support, a flap with click clasp, a zipnbsp;pocket, adjustable straps on top to cover the main compartment opening One external zip pocket on either side One external zip pocket on the front One zip pocketnbsp;on the bottom to store the attached elasticated rain cover Padded back and firm support at the back for support for heavy load Warranty: 5 years from the date of purchase against manufacturing defects Disclaimer: Please note that the thread colour in the brand logo may vary from the image shown Note: Thenbsp;innernbsp;liningnbsp;material/colour may vary from what is shown in the image Warranty provided by the brand owner / manufacturer","Wildcraft Unisex Grey & Green Rucksack. Brand: Wildcraft. Category: Accessories. Subcategory: Bags. Type: Rucksacks. Gender: Unisex. Color: Grey. Season: Winter. Usage: Travel. Description: Grey and green rucksack Two adjustable, heavily padded shoulder straps with sternum straps secured with a click clasp, a padded strap for added support around your waist secured with a click clasp One main compartment with toggle clasp, has an internal pocket with a flap closure with removable metal insert for better support, a flap with click clasp, a zipnbsp;pocket, adjustable straps on top to cover the main compartment opening One external zip pocket on either side One external zip pocket on the front One zip pocketnbsp;on the bottom to store the attached elasticated rain cover Padded back "
38986,images/38986.jpg,styles/38986.json,Gini and Jony Boys Comics Blue T-shirt,Gini and Jony,Apparel,Topwear,Tshirts,Boys,Kids-Boys,Blue,Summer,Casual,2012,Printed,Cotton,Regular Fit,Round Neck,Short Sleeves,,549,274,Fashion,Casual Wear,-,Gini and Jony Boys Comics Blue T-shirt. Brand: Gini and Jony. Category: Apparel. Subcategory: Topwear. Type: Tshirts. Gender: Boys. Color: Blue. Season: Summer. Usage: Casual. Pattern: Printed. Material: Cotton. Fit: Regular Fit. Description: -
39034,images/39034.jpg,styles/39034.json,Belmonte Men Blue Bright Assorted Cufflinks,Belmonte,Accessories,Cufflinks,Cufflinks,Men,Adults-Men,Blue,Summer,Formal,2012,,,,,,,695,625,Fashion,,"Style Note Understated yet elegant, this pair of designer cuff links from belmonte offers a refined finish to a formal shirt. This small accessory with dice in the centre has a big impact on the look of a dress or suit; a perfect accompaniment for any shirt. Product Details Rectangular cuff links made of steel, with grey enamel Cylindrical back to hold the cuff in place Size Width: 2 cm","Belmonte Men Blue Bright Assorted Cufflinks. Brand: Belmonte. Category: Accessories. Subcategory: Cufflinks. Type: Cufflinks. Gender: Men. Color: Blue. Season: Summer. Usage: Formal. Description: Style Note Understated yet elegant, this pair of designer cuff links from belmonte offers a refined finish to a formal shirt. This small accessory with dice in the centre has a big impact on the look of a dress or suit; a perfect accompaniment for any shirt. Product Details Rectangular cuff links made of steel, with grey enamel Cylindrical back to hold the cuff in place Size Width: 2 cm"
39064,images/39064.jpg,styles/39064.json,Arrow Sport Men Navy Blue & Grey Striped T-shirt,Arrow Sport,Apparel,Topwear,Tshirts,Men,Adults-Men,Navy Blue,Summer,Casual,2012,Striped,Cotton,Regular Fit,Polo Collar,Short Sleeves,,1099,1099,Fashion,Casual Wear,"Style Note An effortless way to tap into this summer's hottest colour trends, this polo T-shirt form arrow is a versatile piece. We suggest that you style this with classic, fitted denims and a denim jacket one tone lighter than your jeans. Wear this with any kind of casual shoes. Product Details Navy blue and grey striped polo T-shirt with a grey spread collar, has short sleeves with ribbed cuffs, two buttoned placket, embroidery on the left chest and a vented hem Material and Care 100% cotton Hand or machine wash Delicate machine wash Use mild detergent Do not dry clean, tumble dry, wring, scrub or bleach Warm iron Do not iron directly on print/embroidery Size and Fit Regular The model (height 6' and waist 18"") is wearing a size M","Arrow Sport Men Navy Blue & Grey Striped T-shirt. Brand: Arrow Sport. Category: Apparel. Subcategory: Topwear. Type: Tshirts. Gender: Men. Color: Navy Blue. Season: Summer. Usage: Casual. Pattern: Striped. Material: Cotton. Fit: Regular Fit. Description: Style Note An effortless way to tap into this summer's hottest colour trends, this polo T-shirt form arrow is a versatile piece. We suggest that you style this with classic, fitted denims and a denim jacket one tone lighter than your jeans. Wear this with any kind of casual shoes. Product Details Navy blue and grey striped polo T-shirt with a grey spread collar, has short sleeves with ribbed cuffs, two buttoned placket, embroidery on the left chest and a vented hem Material and Care 100% cotton Hand or machine wash Delicate machine wash Use mild detergent Do not dry clean, tumble dry, wring, s"
39107,images/39107.jpg,styles/39107.json,ADIDAS Mumbai Indians Boys Blue Match Cap,ADIDAS,Accessories,Headwear,Caps,Boys,Kids-Boys,Blue,Summer,Sports,2012,,,,,,,699,699,Fashion,"Sports Wear,Accessories","IPL caps are up for grabs! You know you have the Gods of cricket on your team - show your appreciation for their super-human efforts by wearing this Mumbai Indians match cap from adidas. Their motto is 'Play Like One' and you too can be part of that global team spirit which brings people together, defying all odds, to triumph at the highest level! Beat the heat in this cap as the cotton fabric and eyelets keep your head cool and dry all day. Team it with an adidas MI jersey to complete your sporty fashion statement during the IPL season. Made of 100% cotton Embroidered eyelets on the crown Embroidered brand name on the back, above the strap Mumbai Indians branding on the crown Adidas patented 3-Stripes in yellow on the visor Adjustable back strap Cap care Machine wash in cold water or hand wash separately Do not tumble dry, use softeners or bleach Line dry","ADIDAS Mumbai Indians Boys Blue Match Cap. Brand: ADIDAS. Category: Accessories. Subcategory: Headwear. Type: Caps. Gender: Boys. Color: Blue. Season: Summer. Usage: Sports. Description: IPL caps are up for grabs! You know you have the Gods of cricket on your team - show your appreciation for their super-human efforts by wearing this Mumbai Indians match cap from adidas. Their motto is 'Play Like One' and you too can be part of that global team spirit which brings people together, defying all odds, to triumph at the highest level! Beat the heat in this cap as the cotton fabric and eyelets keep your head cool and dry all day. Team it with an adidas MI jersey to complete your sporty fashion statement during the IPL season. Made of 100% cotton Embroidered eyelets on the crown Emb"
39124,images/39124.jpg,styles/39124.json,Aneri Women Beige Leggings,Aneri,Apparel,Bottomwear,Leggings,Women,Adults-Women,Beige,Fall,Casual,2012,,Blended,,,,Casual,499,499,Fashion,"Casual Wear,Ethnic Wear",Beige churidar leggings with an elasticated waistband and drawstring,Aneri Women Beige Leggings. Brand: Aneri. Category: Apparel. Subcategory: Bottomwear. Type: Leggings. Gender: Women. Color: Beige. Season: Fall. Usage: Casual. Material: Blended. Occasion: Casual. Description: Beige churidar leggings with an elasticated waistband and drawstring
39135,images/39135.jpg,styles/39135.json,Aneri Women Printed Brown Salwar Suit,Aneri,Apparel,Apparel Set,Kurta Sets,Women,Adults-Women,Brown,Summer,Ethnic,2012,,,,,,,2099,2099,Fashion,Ethnic Wear,"Style Note Every girl needs a choice of kurtas in her off-duty wardrobe. aurelia considers the street fads that are trending currently and adds it to their latest collection of kurtas. This stylish piece remains ethnic in its cut and silhouette but references contemporary design details to create unique fusion wear. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Product Details Kurta churidar set with dupatta Brown printed kurta, has a round neck with a split neckline, bead embellishments along the neckline, three quarter sleeves and a vented hem Blue chudidhar, has a drawstring waist and tapering hems Blue chiffon dupatta Length of dupatta: 223 cm (approximate) Material and Care Blended fabric Wash separately in cold water using a mild detergent Model Statistics The model (height 5'8"" and chest 33"") is wearing a size M","Aneri Women Printed Brown Salwar Suit. Brand: Aneri. Category: Apparel. Subcategory: Apparel Set. Type: Kurta Sets. Gender: Women. Color: Brown. Season: Summer. Usage: Ethnic. Description: Style Note Every girl needs a choice of kurtas in her off-duty wardrobe. aurelia considers the street fads that are trending currently and adds it to their latest collection of kurtas. This stylish piece remains ethnic in its cut and silhouette but references contemporary design details to create unique fusion wear. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Product Details Kurta churidar set with dupatta Brown printed kurta, has a round neck with a split neckline, bead embe"
39140,images/39140.jpg,styles/39140.json,Aneri Women Black & Maroon Salwar Suit,Aneri,Apparel,Apparel Set,Kurta Sets,Women,Adults-Women,Black,Summer,Ethnic,2012,,,,,,,3749,3749,Fashion,Ethnic Wear,"Style Note aneri comes up with a salwar suit that's guaranteed lend you that refined yet dressed up ethno glam vibe. Fresh off the brand's design studio, wear this unique salwar suit with ethnic sandals. Check out myntra's collection of ethnic footwear that could go with this lovely set! Product Details Kurta churidar set with dupatta Black kurta with a mandarin collar and a split V-neckline, gold embroidery on the yoke and embroidery all over Maroonish red churidar, has a drawstring waist and tapering hems Maroon chiffon dupatta with sequin details on it Material and Care Blended fabric Wash separately in cold water using a mild detergent Size and Fit Length of dupatta: 223 cm (approximate) The model (height 5'8"" and chest 33"") is wearing a size M","Aneri Women Black & Maroon Salwar Suit. Brand: Aneri. Category: Apparel. Subcategory: Apparel Set. Type: Kurta Sets. Gender: Women. Color: Black. Season: Summer. Usage: Ethnic. Description: Style Note aneri comes up with a salwar suit that's guaranteed lend you that refined yet dressed up ethno glam vibe. Fresh off the brand's design studio, wear this unique salwar suit with ethnic sandals. Check out myntra's collection of ethnic footwear that could go with this lovely set! Product Details Kurta churidar set with dupatta Black kurta with a mandarin collar and a split V-neckline, gold embroidery on the yoke and embroidery all over Maroonish red churidar, has a drawstring waist and tapering hems Maroon chiffon dupatta with sequin details on it Material and Care Blended fabric Wash "
39142,images/39142.jpg,styles/39142.json,Aneri Women Blue & White Salwar Suit,Aneri,Apparel,Apparel Set,Kurta Sets,Women,Adults-Women,Blue,Summer,Ethnic,2012,,,,,,,1899,1899,Fashion,Ethnic Wear,"Style Note Every girl needs a choice of kurtas in her off-duty wardrobe. aurelia considers the street fads that are trending currently and adds it to their latest collection of kurtas. This stylish piece remains ethnic in its cut and silhouette but references contemporary design details to create unique fusion wear. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Product Details Kurta churidar set with dupatta Blue printed kurta, has a mandarin collar with a split neckline, bead embellishments along the neckline, short sleeves and a vented hem Dull blue chudidhar, has a drawstring waist and tapering hems Blue and white chiffon dupatta Length of dupatta: 223 cm (approximate) Material and Care Blended fabric Wash separately in cold water using a mild detergent Model Statistics The model (height 5'8"" and chest 33"") is wearing a size M","Aneri Women Blue & White Salwar Suit. Brand: Aneri. Category: Apparel. Subcategory: Apparel Set. Type: Kurta Sets. Gender: Women. Color: Blue. Season: Summer. Usage: Ethnic. Description: Style Note Every girl needs a choice of kurtas in her off-duty wardrobe. aurelia considers the street fads that are trending currently and adds it to their latest collection of kurtas. This stylish piece remains ethnic in its cut and silhouette but references contemporary design details to create unique fusion wear. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Product Details Kurta churidar set with dupatta Blue printed kurta, has a mandarin collar with a split neckline, bead "
39151,images/39151.jpg,styles/39151.json,Aneri Women Green & Brown Printed Kurta,Aneri,Apparel,Topwear,Kurtas,Women,Adults-Women,Green,Summer,Ethnic,2012,,,,,,,1599,1599,Fashion,Ethnic Wear,"Style Note Every girl needs a choice of kurtas in her off-duty wardrobe. aurelia considers the street fads that are trending currently and adds it to their latest collection of kurtas. This stylish piece remains ethnic in its cut and silhouette but references contemporary design details to create unique fusion wear. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Product Details Green and brown kurta, has a square neckline, embellishments on the yoke, three quarter sleeves and a vented hem Material and Care Blended fabric Wash separately in cold water using a mild detergent Model Statistics The model (height 5'8"" and chest 33"") is wearing a size M","Aneri Women Green & Brown Printed Kurta. Brand: Aneri. Category: Apparel. Subcategory: Topwear. Type: Kurtas. Gender: Women. Color: Green. Season: Summer. Usage: Ethnic. Description: Style Note Every girl needs a choice of kurtas in her off-duty wardrobe. aurelia considers the street fads that are trending currently and adds it to their latest collection of kurtas. This stylish piece remains ethnic in its cut and silhouette but references contemporary design details to create unique fusion wear. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Product Details Green and brown kurta, has a square neckline, embellishments on the yoke, three quarter sleeves and a "
39166,images/39166.jpg,styles/39166.json,Aneri Women Black & White Printed Kurta,Aneri,Apparel,Topwear,Kurtas,Women,Adults-Women,Black,Summer,Ethnic,2012,,,,Round Neck,Three-Quarter Sleeves,,1399,1399,Fashion,Ethnic Wear,"Black printed kurta, has a round neck, tape detail along the neckline, mirror work on the yoke, three quarter sleeves and a vented hem","Aneri Women Black & White Printed Kurta. Brand: Aneri. Category: Apparel. Subcategory: Topwear. Type: Kurtas. Gender: Women. Color: Black. Season: Summer. Usage: Ethnic. Description: Black printed kurta, has a round neck, tape detail along the neckline, mirror work on the yoke, three quarter sleeves and a vented hem"
39173,images/39173.jpg,styles/39173.json,Aneri Women Red Kurta,Aneri,Apparel,Topwear,Kurtas,Women,Adults-Women,Red,Summer,Ethnic,2012,,,,,,,1599,1599,Fashion,Ethnic Wear,"Style Note Every girl needs a choice of kurtas in her off-duty wardrobe. aurelia considers the street fads that are trending currently and adds it to their latest collection of kurtas. This stylish piece remains ethnic in its cut and silhouette but references contemporary design details to create unique fusion wear. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Product Details Dusky red kurta, has three quarter sleeves, split neckline, embroidery and sequin detailing along the neckline and a vented hem Material and Care Blended cotton Wash dark colours separately Do not bleach Dry inside out in shade Warm iron Size and Fit Regular fit The model (height 5'8"" and chest 33"") is wearing a size M","Aneri Women Red Kurta. Brand: Aneri. Category: Apparel. Subcategory: Topwear. Type: Kurtas. Gender: Women. Color: Red. Season: Summer. Usage: Ethnic. Description: Style Note Every girl needs a choice of kurtas in her off-duty wardrobe. aurelia considers the street fads that are trending currently and adds it to their latest collection of kurtas. This stylish piece remains ethnic in its cut and silhouette but references contemporary design details to create unique fusion wear. For the conservative at heart, this piece can be worn with leggings and delicate sandals. For a boho chick meets rebel style, colour block this with bright capris. Product Details Dusky red kurta, has three quarter sleeves, split neckline, embroidery and sequin detailing along the "
39183,images/39183.jpg,styles/39183.json,Aneri Women Multi Coloured Kurta,Aneri,Apparel,Topwear,Kurtas,Women,Adults-Women,Multi,Summer,Ethnic,2012,,,,Round Neck,Three-Quarter Sleeves,,1499,1499,Fashion,Ethnic Wear,"Multi-coloured printed kurta, has three quarter sleeves, round neckline with embroidery and crystal embellishments on the front and a vented hem","Aneri Women Multi Coloured Kurta. Brand: Aneri. Category: Apparel. Subcategory: Topwear. Type: Kurtas. Gender: Women. Color: Multi. Season: Summer. Usage: Ethnic. Description: Multi-coloured printed kurta, has three quarter sleeves, round neckline with embroidery and crystal embellishments on the front and a vented hem"
39326,images/39326.jpg,styles/39326.json,Gini and Jony Girls Black Leggings,Gini and Jony,Apparel,Bottomwear,Leggings,Girls,Kids-Girls,Black,Summer,Casual,2012,,,,,,,499,249,Fashion,"Casual Wear,Ethnic Wear",-,Gini and Jony Girls Black Leggings. Brand: Gini and Jony. Category: Apparel. Subcategory: Bottomwear. Type: Leggings. Gender: Girls. Color: Black. Season: Summer. Usage: Casual. Description: -
39452,images/39452.jpg,styles/39452.json,Diva Women Printed Blue Kurta,DIVA,Apparel,Topwear,Kurtas,Women,Adults-Women,Blue,Summer,Ethnic,2012,,,,Round Neck,Short Sleeves,,699,699,Fashion,Ethnic Wear,"Blue, brown and white printed kurta with a round neck, buttoned chest placket that has pin tucks, short sleeves with pin tucks on the cuffs and a vented hem","Diva Women Printed Blue Kurta. Brand: DIVA. Category: Apparel. Subcategory: Topwear. Type: Kurtas. Gender: Women. Color: Blue. Season: Summer. Usage: Ethnic. Description: Blue, brown and white printed kurta with a round neck, buttoned chest placket that has pin tucks, short sleeves with pin tucks on the cuffs and a vented hem"
39486,images/39486.jpg,styles/39486.json,Wildcraft Unisex Black Printed Backpack,Wildcraft,Accessories,Bags,Backpacks,Unisex,Adults-Unisex,Black,Summer,Casual,2015,,,,,,Casual,1695,1101,Fashion,Accessories,Black printed backpack Two padded and adjustable shoulder straps One main zip compartment An external zip pocket on the front Warranty: 5 years from the date of purchase against manufacturing defects Note: The inner lining material/colour may vary from what is shown in the image Disclaimer: Please note that the thread colour in the brand logo may vary from the image shown,Wildcraft Unisex Black Printed Backpack. Brand: Wildcraft. Category: Accessories. Subcategory: Bags. Type: Backpacks. Gender: Unisex. Color: Black. Season: Summer. Usage: Casual. Occasion: Casual. Description: Black printed backpack Two padded and adjustable shoulder straps One main zip compartment An external zip pocket on the front Warranty: 5 years from the date of purchase against manufacturing defects Note: The inner lining material/colour may vary from what is shown in the image Disclaimer: Please note that the thread colour in the brand logo may vary from the image shown
39496,images/39496.jpg,styles/39496.json,Wildcraft Men Black Jacket,Wildcraft,Apparel,Topwear,Jackets,Men,Adults-Men,Black,Summer,Casual,2012,Solid,Blended,Loose,,Long Sleeves,Formal,1195,1195,Fashion,"Casual Wear,Winterwear","Style Note Trust outdoors experts wildcraft to provide great simple designs which will keep you warm. This jacket can be thrown on over your casuals when you are in an outdoorsy mood so you can stay cosy and warm throughout. Product Details Black jacket, has a front zip closure, long sleeves, two insert pockets above the hem in front, a hood and stitched detailing Material and Care 100% polyester Machine wash cold Do not tumble dry, iron or dry clean Dry in shade Size and Fit Regular fit The model (height 6' and shoulders 18"") is wearing a size S Please note that the thread colour in the brand logo may vary from the image shown","Wildcraft Men Black Jacket. Brand: Wildcraft. Category: Apparel. Subcategory: Topwear. Type: Jackets. Gender: Men. Color: Black. Season: Summer. Usage: Casual. Pattern: Solid. Material: Blended. Fit: Loose. Occasion: Formal. Description: Style Note Trust outdoors experts wildcraft to provide great simple designs which will keep you warm. This jacket can be thrown on over your casuals when you are in an outdoorsy mood so you can stay cosy and warm throughout. Product Details Black jacket, has a front zip closure, long sleeves, two insert pockets above the hem in front, a hood and stitched detailing Material and Care 100% polyester Machine wash cold Do not tumble dry, iron or dry clean Dry in shade Size and Fit Regular fit The model (height 6' and shoulders 18"") is wearing a size S Please note that the thread colour in the brand"
39513,images/39513.jpg,styles/39513.json,Peter England Unisex Black Laptop Bag,Peter England,Accessories,Bags,Laptop Bag,Unisex,Adults-Unisex,Black,Fall,Casual,2013,,,,,,,2499,2024,Fashion,,Style Description,Peter England Unisex Black Laptop Bag. Brand: Peter England. Category: Accessories. Subcategory: Bags. Type: Laptop Bag. Gender: Unisex. Color: Black. Season: Fall. Usage: Casual. Description: Style Description
39520,images/39520.jpg,styles/39520.json,Peter England Unisex Black Messanger Bag,Peter England,Accessories,Bags,Messenger Bag,Unisex,Adults-Unisex,Black,Summer,Casual,2012,,,,,,,1599,1295,Fashion,Accessories,"Style Note peter england presents a wide range of efficient, everyday travel gear combined with impressive style. This messanger bag from Peter England, specifically designed for work and weekend trips, strikes the right balance between convenience and style. The various compartments are a smart, neat and compact way to carry all your essentials and is on the&nbsp; top of our wishlist! Product Details One main zipped compartment with a small netbook compartment that has a velcro closure One insert pocket and one pocket with a velcro closure Two short handles for carrying at ease Two small zipped pockets on the front, one with an organiser sleeve One zipped pocket at the back for enhanced space One long, removable and adjustable handle Branding on the front Material and Care Synthetic Wipe with a clean dry cloth to remove dust Warranty : 6 months Size Height: 37 cm Width: 27 cm Depth: 10 cm","Peter England Unisex Black Messanger Bag. Brand: Peter England. Category: Accessories. Subcategory: Bags. Type: Messenger Bag. Gender: Unisex. Color: Black. Season: Summer. Usage: Casual. Description: Style Note peter england presents a wide range of efficient, everyday travel gear combined with impressive style. This messanger bag from Peter England, specifically designed for work and weekend trips, strikes the right balance between convenience and style. The various compartments are a smart, neat and compact way to carry all your essentials and is on the&nbsp; top of our wishlist! Product Details One main zipped compartment with a small netbook compartment that has a velcro closure One insert pocket and one pocket with a velcro closure Two short handles for carrying at ease Two small zipp"
39523,images/39523.jpg,styles/39523.json,Peter England Unisex Black One Dayer Black Trolley Bag,Peter England,Accessories,Bags,Trolley Bag,Unisex,Adults-Unisex,Black,Summer,Casual,2012,,,,,,,4799,3887,Fashion,,"Style Note peter england presents a wide range of efficient, everyday travel gear combined with impressive style. This compact and trendy one dayer trolley from Peter England, specifically designed for all your exciting getaways, strikes the right balance between convenience and style. The purple inners, mesh compartment and a smaller compartments are anbsp; smart, neat and compact way to carry your laptop, files, clothes and all your essentials and on thenbsp; top of our wishlist! Product Details One main zipped compartment, with a laptop compartment that has a velcro closure One flap in the middle which has an organiser sleeve and a zipped mesh compartment Two holders with click clasps to hold clothes in place Two elasticated buttoned closures for the mesh compartment One zipped pocket on the front and a smaller compartment with concealed magnetic buttoned closures One zipped pocket at the back with a small insert pocket for enhanced space Two legs and two wheels at the base One extendable trolley handle and one short padded handle for carrying ease Branding on the front Material and Care Synthetic Use damp cloth to remove dust and dirt Warranty : 6 months Size Height: 46 cm Width: 22 cm Length: 38 cm Warranty provided by the brand owner / manufacturer","Peter England Unisex Black One Dayer Black Trolley Bag. Brand: Peter England. Category: Accessories. Subcategory: Bags. Type: Trolley Bag. Gender: Unisex. Color: Black. Season: Summer. Usage: Casual. Description: Style Note peter england presents a wide range of efficient, everyday travel gear combined with impressive style. This compact and trendy one dayer trolley from Peter England, specifically designed for all your exciting getaways, strikes the right balance between convenience and style. The purple inners, mesh compartment and a smaller compartments are anbsp; smart, neat and compact way to carry your laptop, files, clothes and all your essentials and on thenbsp; top of our wishlist! Product Details One main zipped compartment, with a laptop compartment that has a velcro closure One flap in the "
